"","Category_Level_2Accessories","Category_Level_2Bags","Category_Level_2Beauty.Boxes","Category_Level_2Body.Care","Category_Level_2Books","Category_Level_2Clothing","Category_Level_2DVD.and.Blu.Ray","Category_Level_2Footwear","Category_Level_2Fragrance","Category_Level_2Games","Category_Level_2Garden","Category_Level_2Gifting","Category_Level_2Gifts","Category_Level_2Hair.Care","Category_Level_2Health.and.Beauty.Electricals","Category_Level_2Health.and.Beauty.Gift.Sets","Category_Level_2Homeware","Category_Level_2Make.Up","Category_Level_2Merchandise","Category_Level_2Music","Category_Level_2Nail.Care","Category_Level_2NULL","Category_Level_2Shaving","Category_Level_2Skin.Care","Category_Level_2Sports","Category_Level_2Sports.Nutrition","Category_Level_2Tech","Category_Level_2Toys","Delivery_Option_Type_Key","Payment_Method_Key","Locale_Key","Order_Sequence_No","Medium_Key","Campaign_Key","Order_Payment_Status_Key","Payment_Provider_Key","Ordered_Product_Key","Product_Charge_Price","Ordered_Qty","Cancelled_Qty","pay_key_num","num_valid","count","prop","canc_prop","fraud_status","Site_Key"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,2,1,2,7,1,2426309,10.2714,1,1,7,0,22,0,1,0,"120"
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,2,1,2,7,1,2426387,10.2714,1,1,7,0,22,0,1,0,"120"
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,2,1,2,7,1,2426279,10.2714,1,1,7,0,22,0,1,0,"120"
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,2,1,2,7,1,2426429,11.8637,1,1,7,0,22,0,1,0,"120"
"15",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,12,118,2,0,2,2429050,45.761,1,0,0,3,3,1,0,0,"120"
"16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,12,118,2,0,2,2307088,15.9613,1,0,0,3,3,1,0,0,"120"
"17",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,12,118,2,0,2,2042998,0,1,0,0,3,3,1,0,0,"120"
"18",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2326131,26.3421,1,1,7,0,22,0,1,0,"120"
"19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2399884,23.22,1,1,7,0,22,0,1,0,"120"
"20",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2414470,12.6364,1,1,7,0,22,0,1,0,"120"
"21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2326137,13.6979,1,1,7,0,22,0,1,0,"120"
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2426309,13.6979,1,1,7,0,22,0,1,0,"120"
"23",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2414460,15.8052,1,1,7,0,22,0,1,0,"120"
"24",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,3,1,2,7,1,2326072,29.4953,1,1,7,0,22,0,1,0,"120"
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,-1,5,4,1,2,7,1,2419784,167.5354,3,3,7,0,22,0,1,0,"120"
"26",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,29,48,57614,0,1,2059913,12.9174,1,0,0,13,13,1,0,0,"120"
"27",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,23,106,2,0,1,2146145,9.4831,1,0,0,35,35,1,0,0,"120"
"28",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,23,106,2,0,1,2446322,15.8052,1,0,0,35,35,1,0,0,"120"
"29",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,23,106,2,0,1,2146252,9.4831,1,0,0,35,35,1,0,0,"120"
"30",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,23,106,2,0,1,2188420,9.4831,1,0,0,35,35,1,0,0,"120"
"31",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,24,106,2,0,1,2235063,10.0295,1,0,0,35,35,1,0,0,"120"
"32",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,24,106,2,0,1,2235062,10.0295,1,0,0,35,35,1,0,0,"120"
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-1,5,1,106,2,7,1,2439463,126.434,1,1,7,0,1,0,1,0,"120"
"34",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,118,2,0,1,2365657,40.0321,1,0,0,1,1,1,0,0,"120"
"35",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,7,106,2,0,1,2361476,27.3879,1,0,0,2,2,1,0,0,"120"
"36",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,13,82461,0,1,2435932,10.1466,1,0,0,4,4,1,0,0,"120"
"37",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,13,82461,0,1,2393682,10.1466,1,0,0,4,4,1,0,0,"120"
"38",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,13,82461,0,1,2393722,10.1466,1,0,0,4,4,1,0,0,"120"
"39",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,13,82461,0,1,2435925,10.1466,1,0,0,4,4,1,0,0,"120"
"40",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,1,118,2,0,1,2392344,170.6887,1,0,0,1,1,1,0,0,"120"
"41",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,118,2,0,1,2361476,27.3879,1,0,0,4,4,1,0,0,"120"
"42",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,40,118,2,0,2,2387692,37.2457,1,0,0,1,1,1,0,0,"120"
"43",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,48,57593,0,1,2300710,31.6027,1,0,0,1,1,1,0,0,"120"
"44",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,82461,0,2,2435931,10.248,1,0,0,8,8,1,0,0,"120"
"45",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,82461,0,2,2435917,10.248,1,0,0,8,8,1,0,0,"120"
"46",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,82461,0,2,2393706,10.248,1,0,0,8,8,1,0,0,"120"
"47",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,82461,0,2,2393691,10.248,1,0,0,8,8,1,0,0,"120"
"48",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,56,59,54308,0,2,2256949,10.529,1,0,0,1,1,1,0,0,"120"
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5,9,118,2,0,2,2428980,6.3767,2,0,0,6,6,1,0,0,"120"
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5,9,118,2,0,2,2428981,6.3767,2,0,0,6,6,1,0,0,"120"
"51",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,22,13,82461,0,2,2184661,13.8384,1,0,0,2,2,1,0,0,"120"
"52",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,22,13,82461,0,2,2379520,10.6305,1,0,0,2,2,1,0,0,"120"
"53",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,106,2,0,2,2384503,14.3691,1,0,0,1,1,1,0,0,"120"
"54",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,4,1,2,0,2,1976149,7.446,1,0,0,1,1,1,0,0,"120"
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2317108,10.3495,1,0,0,7,7,1,0,0,"120"
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2317107,10.3495,1,0,0,7,7,1,0,0,"120"
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2166079,10.3651,1,0,0,7,7,1,0,0,"120"
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2317109,10.3495,1,0,0,7,7,1,0,0,"120"
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2317111,10.3495,1,0,0,7,7,1,0,0,"120"
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2339324,10.3495,1,0,0,7,7,1,0,0,"120"
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,5,1,-1,82900,0,1,2317098,10.3495,1,0,0,7,7,1,0,0,"120"
"62",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,118,2,0,1,2051462,10.529,1,0,0,1,1,1,0,0,"120"
"63",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,118,2,0,1,2429050,45.3083,1,0,0,1,1,1,0,0,"120"
"64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,59,54060,0,1,2348928,12.6364,1,0,0,3,3,1,0,0,"120"
"65",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,59,54060,0,1,2349138,8.4217,1,0,0,3,3,1,0,0,"120"
"66",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,59,54060,0,1,2447790,9.4753,1,0,0,3,3,1,0,0,"120"
"67",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,27,59,53565,0,1,2131226,10.529,1,1,0,8,8,1,1,0,"120"
"68",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,17,59,54308,0,1,2238288,6.0411,1,0,0,1,1,1,0,0,"120"
"69",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,28,59,53565,0,1,2131226,10.529,1,0,0,8,8,1,0,0,"120"
"70",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,18,118,2,0,1,1902686,13.4637,1,0,0,28,28,1,0,0,"120"
"71",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,18,118,2,0,1,2259045,11.5905,1,0,0,28,28,1,0,0,"120"
"72",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,18,118,2,0,1,1539496,9.4831,1,0,0,28,28,1,0,0,"120"
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,5,1,13,82461,0,1,2306508,42.1395,1,0,0,1,1,1,0,0,"120"
"74",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,48,57593,0,2,2345284,31.9149,1,0,0,1,1,1,0,0,"120"
"75",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,118,2,0,1,2429050,45.3083,1,0,0,1,1,1,0,0,"120"
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,13,82461,0,1,2458483,20.8551,1,0,0,1,1,1,0,0,"120"
"77",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,1,118,2,0,1,2365657,40.0321,1,1,0,2,2,1,1,0,"120"
"78",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,53,-1,82900,0,1,2481494,20.02,1,1,0,15,15,1,1,0,"120"
"79",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,-1,82900,0,1,2435931,10.1466,1,0,0,2,2,1,0,0,"120"
"80",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,-1,82900,0,1,2393691,9.1319,1,0,0,2,2,1,0,0,"120"
"81",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,82461,0,2,2361476,24.8981,1,0,0,1,1,1,0,0,"120"
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,1,106,2,0,1,2463579,11.5905,1,1,0,1,1,1,1,0,"120"
"83",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,-1,82900,0,2,2191710,9.5768,1,0,0,2,2,1,0,0,"120"
"84",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,7,-1,82900,0,2,2251514,8.5075,1,0,0,1,1,1,0,0,"120"
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5,1,13,82461,0,2,2306506,42.5609,1,0,0,1,1,1,0,0,"120"
"86",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,16,59,125909,0,1,2479344,33.71,1,0,0,1,1,1,0,0,"120"
"87",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,2,0,2,1917227,19.1458,1,0,0,2,2,1,0,0,"120"
"88",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,2,0,2,2141851,22.3459,1,0,0,2,2,1,0,0,"120"
"89",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,48,57593,0,1,2316788,14.2286,1,0,0,1,1,1,0,0,"120"
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,5,1,48,57593,0,1,2317110,11.5905,1,0,0,1,1,1,0,0,"120"
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,5,1,13,82461,0,1,2462342,8.4217,1,0,0,1,1,1,0,0,"120"
"92",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,1,2,0,2,2365657,40.4302,1,0,0,1,1,1,0,0,"120"
"93",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,49,106,2,0,1,2241992,7.3758,1,0,0,7,7,1,0,0,"120"
"94",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,1,1,2,0,1,2429050,45.3083,1,0,0,1,1,1,0,0,"120"
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,5,26,1,2,0,2,2357350,10.6305,1,0,0,1,1,1,0,0,"120"
"96",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,2,0,2,2410316,42.5609,1,0,0,1,1,1,0,0,"120"
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,39,59,54060,0,-1,2372128,21.0658,1,0,0,5,5,1,0,0,"120"
"98",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,106,2,0,2,2429050,45.761,1,0,0,1,1,1,0,0,"120"
"99",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,1,118,2,0,1,2361476,24.6484,1,0,0,1,1,1,0,0,"120"
"100",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,2,106,2,0,1,2365357,28.4494,1,1,0,1,1,1,1,0,"120"
"101",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,48,57614,0,1,2096559,49.5231,1,0,0,1,1,1,0,0,"120"
"102",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,28,13,82461,0,1,2319466,8.4217,1,0,0,16,16,1,0,0,"120"
"103",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,82461,0,1,2131226,10.529,1,0,0,7,7,1,0,0,"120"
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,5,14,-1,82900,0,2,2462343,8.5075,1,0,0,1,1,1,0,0,"120"
"105",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,13,82461,0,1,2393690,10.1466,1,0,0,2,2,1,0,0,"120"
"106",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,13,82461,0,1,2393720,10.1466,1,0,0,2,2,1,0,0,"120"
"107",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,118,2,0,1,2131226,9.4753,1,0,0,4,4,1,0,0,"120"
"108",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,13,82461,0,1,2280392,20.8551,1,0,0,1,1,1,0,0,"120"
"109",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,2,118,2,0,1,2393768,8.4217,1,0,0,4,4,1,0,0,"120"
"110",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,82461,0,1,2265881,10.529,1,0,0,6,6,1,0,0,"120"
"111",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,82461,0,1,2325355,15.8052,1,0,0,6,6,1,0,0,"120"
"112",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,15,13,82461,0,1,2347349,23.1732,1,0,0,1,1,1,0,0,"120"
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,5,3,48,57554,0,2,2339348,11.7076,1,0,0,1,1,1,0,0,"120"
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,5,15,118,2,0,1,2323747,10.4978,1,0,0,1,1,1,0,0,"120"
"115",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,48,57614,0,1,2277282,8.4217,1,0,0,2,2,1,0,0,"120"
"116",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,48,57614,0,1,2429414,10.529,1,0,0,2,2,1,0,0,"120"
"117",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,9,118,2,0,1,2131226,10.529,1,0,0,2,2,1,0,0,"120"
"118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,48,57593,0,2,2376313,53.1992,1,0,0,1,1,1,0,0,"120"
"119",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,118,2,0,1,2102319,31.6027,1,0,0,1,1,1,0,0,"120"
"120",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,26,-1,82900,0,1,2047838,12.6364,1,0,0,2,2,1,0,0,"120"
"121",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,118,2,0,1,2102319,31.6027,1,0,0,1,1,1,0,0,"120"
"122",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,118,2,0,1,2102319,31.6027,2,0,0,1,1,1,0,0,"120"
"123",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,13,82461,0,1,2102319,31.6027,1,0,0,1,1,1,0,0,"120"
